"B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied","id","Geographic Area Name"
"1247","231","520","173","727","234","1400000US13135050226","Census Tract 502.26, Gwinnett County, Georgia"
"788","114","470","109","318","114","1400000US13135050227","Census Tract 502.27, Gwinnett County, Georgia"
"1697","138","492","165","1205","200","1400000US13135050228","Census Tract 502.28, Gwinnett County, Georgia"
"1058","199","46","49","1012","207","1400000US13135050229","Census Tract 502.29, Gwinnett County, Georgia"
"1144","137","377","112","767","125","1400000US13135050230","Census Tract 502.30, Gwinnett County, Georgia"
"1663","252","784","99","879","236","1400000US13135050231","Census Tract 502.31, Gwinnett County, Georgia"
"712","145","692","144","20","32","1400000US13135050232","Census Tract 502.32, Gwinnett County, Georgia"
"978","91","725","118","253","106","1400000US13135050233","Census Tract 502.33, Gwinnett County, Georgia"
"1253","172","1040","187","213","105","1400000US13135050234","Census Tract 502.34, Gwinnett County, Georgia"
"2016","337","1655","262","361","256","1400000US13135050235","Census Tract 502.35, Gwinnett County, Georgia"
"912","121","491","122","421","79","1400000US13135050236","Census Tract 502.36, Gwinnett County, Georgia"
"1208","205","1090","207","118","80","1400000US13135050237","Census Tract 502.37, Gwinnett County, Georgia"
"1426","305","632","97","794","327","1400000US13135050238","Census Tract 502.38, Gwinnett County, Georgia"
"1245","178","1191","181","54","47","1400000US13135050239","Census Tract 502.39, Gwinnett County, Georgia"
"1193","265","1127","267","66","54","1400000US13135050240","Census Tract 502.40, Gwinnett County, Georgia"
"1189","143","1108","151","81","62","1400000US13135050241","Census Tract 502.41, Gwinnett County, Georgia"
"1235","130","1171","159","64","93","1400000US13135050242","Census Tract 502.42, Gwinnett County, Georgia"
"1865","282","1818","282","47","56","1400000US13135050243","Census Tract 502.43, Gwinnett County, Georgia"
"839","130","788","100","51","83","1400000US13135050244","Census Tract 502.44, Gwinnett County, Georgia"
"1137","292","598","277","539","124","1400000US13135050306","Census Tract 503.06, Gwinnett County, Georgia"
"1200","131","1161","138","39","30","1400000US13135050308","Census Tract 503.08, Gwinnett County, Georgia"
"1339","218","1067","181","272","170","1400000US13135050311","Census Tract 503.11, Gwinnett County, Georgia"
"2620","378","645","112","1975","376","1400000US13135050315","Census Tract 503.15, Gwinnett County, Georgia"
"1802","215","131","51","1671","221","1400000US13135050317","Census Tract 503.17, Gwinnett County, Georgia"
"1212","205","226","77","986","204","1400000US13135050318","Census Tract 503.18, Gwinnett County, Georgia"
"1852","311","1739","317","113","77","1400000US13135050321","Census Tract 503.21, Gwinnett County, Georgia"
"1492","128","1399","128","93","72","1400000US13135050322","Census Tract 503.22, Gwinnett County, Georgia"
"1568","160","1505","162","63","39","1400000US13135050323","Census Tract 503.23, Gwinnett County, Georgia"
"1923","351","841","112","1082","355","1400000US13135050324","Census Tract 503.24, Gwinnett County, Georgia"
"1430","202","1038","264","392","150","1400000US13135050325","Census Tract 503.25, Gwinnett County, Georgia"
"1302","205","580","139","722","222","1400000US13135050326","Census Tract 503.26, Gwinnett County, Georgia"
"1140","246","542","244","598","107","1400000US13135050327","Census Tract 503.27, Gwinnett County, Georgia"
"1049","222","574","224","475","116","1400000US13135050328","Census Tract 503.28, Gwinnett County, Georgia"
"758","103","75","48","683","108","1400000US13135050329","Census Tract 503.29, Gwinnett County, Georgia"
"780","116","463","96","317","109","1400000US13135050330","Census Tract 503.30, Gwinnett County, Georgia"
"816","104","206","70","610","112","1400000US13135050331","Census Tract 503.31, Gwinnett County, Georgia"
"1451","229","273","142","1178","201","1400000US13135050332","Census Tract 503.32, Gwinnett County, Georgia"
"1687","195","203","113","1484","225","1400000US13135050333","Census Tract 503.33, Gwinnett County, Georgia"
"1797","474","774","210","1023","498","1400000US13135050334","Census Tract 503.34, Gwinnett County, Georgia"
"1514","286","572","114","942","307","1400000US13135050335","Census Tract 503.35, Gwinnett County, Georgia"
"1343","185","1156","203","187","95","1400000US13135050336","Census Tract 503.36, Gwinnett County, Georgia"
"1410","103","1199","117","211","96","1400000US13135050415","Census Tract 504.15, Gwinnett County, Georgia"
"1092","108","664","119","428","118","1400000US13135050416","Census Tract 504.16, Gwinnett County, Georgia"
"1617","192","1538","186","79","53","1400000US13135050425","Census Tract 504.25, Gwinnett County, Georgia"
"1923","219","1711","232","212","78","1400000US13135050427","Census Tract 504.27, Gwinnett County, Georgia"
"1962","172","1263","151","699","185","1400000US13135050430","Census Tract 504.30, Gwinnett County, Georgia"
"968","139","415","118","553","85","1400000US13135050433","Census Tract 504.33, Gwinnett County, Georgia"
"1080","245","463","159","617","210","1400000US13135050435","Census Tract 504.35, Gwinnett County, Georgia"
"1297","377","389","276","908","265","1400000US13135050437","Census Tract 504.37, Gwinnett County, Georgia"
"1501","186","564","157","937","197","1400000US13135050438","Census Tract 504.38, Gwinnett County, Georgia"
"946","309","175","81","771","320","1400000US13135050439","Census Tract 504.39, Gwinnett County, Georgia"
"1939","553","1109","332","830","434","1400000US13135050440","Census Tract 504.40, Gwinnett County, Georgia"
"1715","155","661","184","1054","198","1400000US13135050441","Census Tract 504.41, Gwinnett County, Georgia"
"777","174","536","187","241","118","1400000US13135050442","Census Tract 504.42, Gwinnett County, Georgia"
"915","91","722","109","193","75","1400000US13135050443","Census Tract 504.43, Gwinnett County, Georgia"
"1104","209","865","219","239","82","1400000US13135050444","Census Tract 504.44, Gwinnett County, Georgia"
"1593","380","291","194","1302","379","1400000US13135050445","Census Tract 504.45, Gwinnett County, Georgia"
"1273","322","287","111","986","337","1400000US13135050446","Census Tract 504.46, Gwinnett County, Georgia"
"871","114","202","80","669","132","1400000US13135050447","Census Tract 504.47, Gwinnett County, Georgia"
"1456","214","358","135","1098","217","1400000US13135050448","Census Tract 504.48, Gwinnett County, Georgia"
"1216","143","601","108","615","140","1400000US13135050449","Census Tract 504.49, Gwinnett County, Georgia"
"906","140","518","152","388","101","1400000US13135050450","Census Tract 504.50, Gwinnett County, Georgia"
"1158","237","164","104","994","228","1400000US13135050451","Census Tract 504.51, Gwinnett County, Georgia"
"895","151","254","83","641","156","1400000US13135050452","Census Tract 504.52, Gwinnett County, Georgia"
"1059","94","215","106","844","154","1400000US13135050453","Census Tract 504.53, Gwinnett County, Georgia"
"1259","225","601","175","658","191","1400000US13135050454","Census Tract 504.54, Gwinnett County, Georgia"
"689","83","298","97","391","101","1400000US13135050455","Census Tract 504.55, Gwinnett County, Georgia"
"2027","482","264","104","1763","476","1400000US13135050456","Census Tract 504.56, Gwinnett County, Georgia"
"1292","286","1193","290","99","81","1400000US13135050457","Census Tract 504.57, Gwinnett County, Georgia"
"1105","168","914","77","191","169","1400000US13135050458","Census Tract 504.58, Gwinnett County, Georgia"
"872","178","566","126","306","128","1400000US13135050459","Census Tract 504.59, Gwinnett County, Georgia"
"869","163","210","106","659","223","1400000US13135050460","Census Tract 504.60, Gwinnett County, Georgia"
"810","200","792","194","18","23","1400000US13135050461","Census Tract 504.61, Gwinnett County, Georgia"
"1084","133","990","141","94","57","1400000US13135050462","Census Tract 504.62, Gwinnett County, Georgia"
"1623","272","132","95","1491","296","1400000US13135050463","Census Tract 504.63, Gwinnett County, Georgia"
"1353","280","1000","294","353","124","1400000US13135050464","Census Tract 504.64, Gwinnett County, Georgia"
"1356","334","1226","331","130","98","1400000US13135050465","Census Tract 504.65, Gwinnett County, Georgia"
"1265","350","1173","351","92","88","1400000US13135050466","Census Tract 504.66, Gwinnett County, Georgia"
"2258","376","564","112","1694","373","1400000US13135050520","Census Tract 505.20, Gwinnett County, Georgia"
"2021","293","1167","251","854","191","1400000US13135050521","Census Tract 505.21, Gwinnett County, Georgia"
"2145","448","932","333","1213","351","1400000US13135050522","Census Tract 505.22, Gwinnett County, Georgia"
"2103","400","1070","333","1033","243","1400000US13135050526","Census Tract 505.26, Gwinnett County, Georgia"
"1429","106","1332","130","97","76","1400000US13135050528","Census Tract 505.28, Gwinnett County, Georgia"
"1383","155","990","176","393","102","1400000US13135050529","Census Tract 505.29, Gwinnett County, Georgia"
"1896","230","1537","144","359","200","1400000US13135050530","Census Tract 505.30, Gwinnett County, Georgia"
"1705","196","1053","140","652","205","1400000US13135050536","Census Tract 505.36, Gwinnett County, Georgia"
"1558","157","138","60","1420","161","1400000US13135050537","Census Tract 505.37, Gwinnett County, Georgia"
"1908","235","865","187","1043","223","1400000US13135050539","Census Tract 505.39, Gwinnett County, Georgia"
"2110","366","19","21","2091","367","1400000US13135050541","Census Tract 505.41, Gwinnett County, Georgia"
"2338","289","249","109","2089","267","1400000US13135050542","Census Tract 505.42, Gwinnett County, Georgia"
"2017","466","1708","426","309","208","1400000US13135050549","Census Tract 505.49, Gwinnett County, Georgia"
"1297","120","809","192","488","181","1400000US13135050550","Census Tract 505.50, Gwinnett County, Georgia"
"1087","229","939","235","148","125","1400000US13135050551","Census Tract 505.51, Gwinnett County, Georgia"
"1196","195","984","191","212","105","1400000US13135050552","Census Tract 505.52, Gwinnett County, Georgia"
"1160","279","1120","277","40","40","1400000US13135050553","Census Tract 505.53, Gwinnett County, Georgia"
"1269","325","693","187","576","325","1400000US13135050554","Census Tract 505.54, Gwinnett County, Georgia"
"1274","225","1163","270","111","96","1400000US13135050555","Census Tract 505.55, Gwinnett County, Georgia"
"1974","427","940","353","1034","333","1400000US13135050556","Census Tract 505.56, Gwinnett County, Georgia"
"846","131","612","147","234","82","1400000US13135050557","Census Tract 505.57, Gwinnett County, Georgia"
"809","122","596","166","213","167","1400000US13135050558","Census Tract 505.58, Gwinnett County, Georgia"
"1376","193","1167","201","209","101","1400000US13135050559","Census Tract 505.59, Gwinnett County, Georgia"
"1128","134","899","138","229","120","1400000US13135050560","Census Tract 505.60, Gwinnett County, Georgia"
"1183","162","536","150","647","190","1400000US13135050561","Census Tract 505.61, Gwinnett County, Georgia"
"1504","151","464","175","1040","223","1400000US13135050562","Census Tract 505.62, Gwinnett County, Georgia"
"974","140","753","183","221","121","1400000US13135050563","Census Tract 505.63, Gwinnett County, Georgia"
"1688","361","169","133","1519","379","1400000US13135050564","Census Tract 505.64, Gwinnett County, Georgia"
"1370","116","1155","122","215","94","1400000US13135050565","Census Tract 505.65, Gwinnett County, Georgia"
"1193","244","1112","267","81","84","1400000US13135050566","Census Tract 505.66, Gwinnett County, Georgia"
"1415","170","967","197","448","130","1400000US13135050567","Census Tract 505.67, Gwinnett County, Georgia"
"1452","291","1315","287","137","90","1400000US13135050568","Census Tract 505.68, Gwinnett County, Georgia"
"1718","284","982","227","736","209","1400000US13135050569","Census Tract 505.69, Gwinnett County, Georgia"
"1119","158","690","224","429","159","1400000US13135050570","Census Tract 505.70, Gwinnett County, Georgia"
"2253","684","2052","703","201","148","1400000US13135050571","Census Tract 505.71, Gwinnett County, Georgia"
